start_page,last_page,termination,href_count
"Baga (suba sa Nigyeria, lat 8,65, long 8,37) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,17
"Zhong He (suba sa Pangmasang Republika sa Tśina, Sichuan Sheng) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Biemna bihamigera - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Long Creek (suba sa Tinipong Bansa, North Carolina, Vance County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Cerro Churrusca - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Look Point (punta sa Tinipong Bansa, lat 44,57, long -67,76) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Phrudocentra taediata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Balfour Bay - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Lake Butler (kapital sa kondado) - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,5
Goodhue Creek - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Gnomoniopsis paraclavulata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Pathāni Tibbi - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Nangombe (suba sa Zambiya, Luapula Province) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Shēlah-ye Siyāh Kōh - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Mount Clarence (bukid sa Ostralya, State of Western Australia, Albany) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Tuber polyspermum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Zealeuctra narfi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Ship Point (punta sa Kanada, Nunavut) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Liparis zosterops - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Rünenberg (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Nephrotoma trilobulata - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Xã Gia Phố - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Russell Pond Brook - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Macromeracis nordenholzi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Tickner's Heath - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Phoma tauricae - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Lixus pulvinatus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kendrick Playground - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Buck Creek (suba sa Tinipong Bansa, Kentucky, Allen County, lat 36,93, long -86,14) - Wikipedia",https://ceb.wikipedia.org/wiki/Kontinente,-1,5
Al Ghumayrīyah - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
"El Ermitaño (lungsod sa Mehiko, Estado de México) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Échouboulains - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
"Sheep Spring (tubud sa Tinipong Bansa, Nevada, Lincoln County, lat 37,70, long -114,21) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"SW SW Section 8 Mine (minahan sa Tinipong Bansa, Jefferson County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Ch'ŏnbong-san (bungtod sa Amihanang Koreya, P'yŏngan-bukto) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Sersou (wadi sa Nigyer) - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
Cerro La Tambora (bukid) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Titcomb Flat - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Tryphosella triangularis - Wikipedia,https://ceb.wikipedia.org/wiki/Kalendaryong_Gregoryano,-1,6
Ouamane Yala - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Obshtina Vratsa - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Goodyear Island - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Storhovdaet - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Magoloko - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Labbharu bådan - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Støknuten (bungtod sa Noruwega, Vest-Agder Fylke, Flekkefjord) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Gunung Langko - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Sierra Loma Grande - Wikipedia,https://ceb.wikipedia.org/wiki/Inebreyo,-1,4
Huai Thaen (suba nga anhianhi) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Villabon - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Granny Top - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Kānraī Zamah - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Matalakari (pulo sa Finland, Pirkanmaa) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dehrer Park - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Grøskardfjellet - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Fitch Creek (suba sa Kanada, New Brunswick) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Foliothrips oratus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Polypedilum tamaharaki - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Polleheia - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Jabal aş Şakhrah (bungtod) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Skunk Run (suba sa Tinipong Bansa, Pennsylvania) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Kyebang-ch'ŏn - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Quebrada Juanico (suba sa Departamento de Tolima) - Wikipedia,https://ceb.wikipedia.org/wiki/Turkeya,-1,3
Cadna Witina Dam - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Juniper Basin Reservoir (tubiganan sa Tinipong Bansa, Idaho, Owyhee County, lat 42,05, long -116,46) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Sungai Kiyungkang - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Quilly, Ardennes - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Pereval Obodyni - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
La Fare-les-Oliviers - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Sredniy Pryamoy - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Säviskär - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Anexaireta variicolor - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Twemlow - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Polymastia actinioides - Wikipedia,https://ceb.wikipedia.org/wiki/Alemanya,-1,3
"Devil Creek (suba sa Tinipong Bansa, Montana, Richland County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Weriseri Shoal - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Piddan Point - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Gekko canhi - Wikipedia,https://ceb.wikipedia.org/wiki/Pinulongang_Romanse,-1,5
Eyu Jiao - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kalān Kārez - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Pondok Cabe Air Base - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Pothyne ceylonensis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Loch an Dithreibh - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Horseshoe Lake (lanaw sa Tinipong Bansa, Minnesota, Otter Tail County, lat 46,34, long -95,80) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Euston (parokya) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Apiletria nervosa - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Leptusa triangulata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Scopeloberyx microlepis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"La Tapadera (suba nga anhianhi sa Mehiko, Estado de Durango) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Sangaré-Bowal - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Mali i Gargulit - Wikipedia,https://ceb.wikipedia.org/wiki/Kalendaryong_Gregoryano,-1,6
Cerro Peñuelas (bukid) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Prohydata apicata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Collins Point (punta sa Tinipong Bansa, California) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Muschenberg - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Whyte Creek (suba sa Kanada, British Columbia) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Paratraginops - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,9
Jabui Pahār - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Guluoshan (kapital sa baranggay sa Pangmasang Republika sa Tśina, Hunan Sheng, lat 29,59, long 110,19) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Washilabo River - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Tower Mountain (bukid sa Tinipong Bansa, Oregon) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Hannawa Falls - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Stormyra (kalapukan sa Noruwega, Møre og Romsdal fylke, Rauma, lat 62,62, long 7,60) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
‘Alāt ar Ruwaykib - Wikipedia,https://ceb.wikipedia.org/wiki/Kontinente,-1,5
Loxosomella bilocata - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Río Pusa - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Morichal de Casitas - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Wildcat Swamp (kalapukan sa Tinipong Bansa, Florida, Pasco County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Ostrov Bol'shoy Oleniy (pulo sa Rusya, Arkhangel'skaya Oblast') - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Camponotus hosei - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Chalahuico - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Kusekey - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Amycterus mirabilis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Norboe Creek - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Quebrada Chuchurito - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Vasudevella caricina - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Muddy Creek (suba sa Tinipong Bansa, Maryland, Cecil County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Elachista karsholti - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Svarttjernhaugen (bungtod sa Noruwega, Akershus fylke) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Chaabat Limner - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Juškinės Miškas - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kūh-e Saryāl Chārkhī - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Kota Mojokerto (kabupaten sa Indonesya) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Macreupoca spectralis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Trachia (dawhilahila) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Bronco Canyon (walog sa Tinipong Bansa, Nevada) - Wikipedia",https://ceb.wikipedia.org/wiki/Asya,-1,6
Río Arriba Barrio (baranggay sa Vega Baja Municipio) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Cole Mountain (bukid sa Tinipong Bansa, Arkansas, Saline County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Neostauropus talboti - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Philibertia tucumanensis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Pine Mountain (bukid sa Tinipong Bansa, North Carolina, Macon County, lat 35,11, long -83,44) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Thomaston Dam - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Melaleuca spicigera - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Zinder (suba) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Beaucarnea hiriartiae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Verratti - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"East Fork Indian Creek (suba sa Tinipong Bansa, Alaska, Valdez-Cordova Census Area) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Ocotea bajapazensis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Impatiens spathulata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Mesovoúni (bungtod sa Gresya, Central Greece) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Eclytus egregius - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Nieznamierowice - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Namamba Creek - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Wādī ath Thughrah (wadi sa Hordanya, Al Karak) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Yasenskaya - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Dicorrhinus bicornis - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Desa Cimanggis - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Halfmile Creek (suba sa Tinipong Bansa, Alaska, Annette Island Reserve, lat 55,49, long -132,66) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Mørketjørnsristi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Salvenach - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Trechispora brassicicola - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Brachymitrion laciniatum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
North Bonnet Pond - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Åmlandsvatnet - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Neohydatothrips sambuci - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Addleman Ditch - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Provincia de Piura - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Morley Lake (lanaw sa Kanada, British Columbia) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,5
Lachnum coarctatum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Quebrada El Tigre (suba nga anhianhi sa Venezuela, Estado Barinas) - Wikipedia",https://ceb.wikipedia.org/wiki/Asya,-1,5
"Kristismyr (kalapukan sa Noruwega, Østfold fylke) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Rio Madjinca - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Lepanthes brachystele - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Eugeissona brachystachys - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Coyotillos (suba nga anhianhi sa Mehiko, Estado de Durango) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Bronfjell (bungtod sa Noruwega, Aust-Agder fylke) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Orlac (bukid sa Bosniya ug Ersogobina, lat 43,74, long 17,69) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Takasegawa-damu - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Misogi Gawa - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Villa de Otura (kapital sa munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Monte Caslano - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Quebrada Chaquishcahuaicu (suba sa Provincia de Pichincha, lat 0,00, long -78,20) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Dolichopeza oberon - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Arokam (wadi) - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,8
Zijlroede - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Rhacophorus nigropunctatus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Metapenaeopsis stokmani - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Quebrada La Iguana (suba sa Venezuela, Estado Bolívar) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Bullfrog Island - Wikipedia,https://ceb.wikipedia.org/wiki/Kontinente,-1,6
Nemanac - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Desa Sadomas - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Cortinarius violaeodor - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Renmin Gongyuan (parke sa Pangmasang Republika sa Tśina, lat 32,94, long 119,84) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,5
West Fork Upper Timber Canyon - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Transancistrus - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
West Buttercreek Airport - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Rhysoderes jouberti - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Abolboda glomerata - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,5
"Mokraya (suba sa Rusya, Respublika Ingushetiya) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Lykkjåsen (bungtod sa Noruwega, Melhus, lat 63,16, long 10,14) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Palpada meigenii - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Giles Creek (suba sa New Zealand, Nelson, lat -42,06, long 171,76) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Helina nigrescens - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Hakka - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Ryabovo - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Perdita turgiceps - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Conus brianhayesi - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Scaptodrosophila mokonfim - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Symplectoscyphus valdesicus - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Asterina holocalycis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dendrobathypathes isocrada - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Tub Spring Wash - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Ruhanga (suba nga anhianhi sa Rwanda, Northern Province, lat -1,54, long 30,16) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Laevilitorina johnstoni - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Dierogekko poumensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Otidocephalus setulosus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Ropica alboplagiata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Magwi County (munisipyo sa Habagatang Sudan) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Maferinaina - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Albatrellus citrinus - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Hesperencyrtus gordhi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dothiopeltis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Sandvangmyra - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Kendés - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Tret'yakova Rechka - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Hulvastinsaari - Wikipedia,https://ceb.wikipedia.org/wiki/Asya,-1,6
Rapides Kapish Kapitakan - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Hoffmaneumatidae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Västerskärsgrundet - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Sky Harbor Airport (tugpahanan sa Tinipong Bansa, Minnesota) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Jeff Davis Creek (suba sa Tinipong Bansa, Oregon, Malheur County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Bockhorst (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Blümlisalphorn - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Goddard Creek (suba sa Ostralya, State of Queensland) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Gammelsætermyra (kalapukan sa Noruwega, Hedmark fylke, Trysil) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Anomala m-fuscum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Dactylogyrus hemiculteri - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Paromalostomum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Pryteria semicostalis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Liene (bungtod sa Noruwega, Møre og Romsdal fylke, Stordal) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Erica tarantulae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
"Toding (kapital sa gatos sa Pangmasang Republika sa Tśina, Tibet Autonomous Region, lat 31,48, long 79,80) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Peurasaari (pulo sa Finland, Keski-Suomi, Saarijärvi-Viitasaari, lat 63,00, long 25,42) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Ilha Tarará - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Gaushorn (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Pogonostoma hirofumii - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Skiljesmyrdalen - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Parvidrilus stochi - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Kamungu (suba sa Demokratikanhong Republika sa Konggo, Province du Kasaï-Occidental, lat -6,73, long 22,04) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Xi'an Xiguan Airport - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Mentissa - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Linophryne quinqueramosa - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Quebrada de La Marisca - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Mörnäsfjärden - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Tilva Njagra - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Khao Nong Lai - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Bhasāna Got - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Band-e Shahīdān - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Lac de la Grosse (lanaw sa Saguenay/Lac-Saint-Jean, lat 49,30, long -71,32) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Plectrodontus mucidus - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,5
Jasminum kwangense - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Sengenthal (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Lithocarpus menadoensis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Dromidia aegibotus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Loggerhead Peaks - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Ulumuku Hill - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Nematobola isorista - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Mill Creek (suba sa Tinipong Bansa, California, Butte County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Département de Béoumi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Rötenkogel - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Luxmore Head - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Thistle Etna - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Venerupis galactites - Wikipedia,https://ceb.wikipedia.org/wiki/Inebreyo,-1,5
